uname,sex,message,like,uid,location,emotion,sentiment_score
月见_tsukimi,保密,"完全看不到和自己想法的评论啊。。
男主其实不算背弃了自己的理想，为现实改变一些年少时的执念无可厚非，不如说是男人该承担的。
但在承担的过程中逐渐麻木了，因为不麻木自己的心就无法坚持下去。那时女主缺少陪伴是真的，也是不可避免的，这是追求理想要承担的，但这时两人也没有太大隔阂，即使只能偶尔见一面也够了，对方眼里的爱意和坚定就足够了。
真正矛盾时是那次吵架，女主看到男主改变了，感到不可思议。看到男主因为改变迎合观众带来的成功，与自己一直坚持走的可能不收观众待见的路对比，感到心酸，感到背叛，同时也感到生活的压力，于是崩溃了。
男主后来与认识到自己与理想背道，认识到自己为了理想牺牲了与她相处的时间，于是他决定拾起理想，帮助女主，即使是牺牲以后与她相处的时间和机会。他说，我就只在这儿，发展我的club，你就放心的去拼把，我在呢。
影片最后，是两人的幻想，要是重来是这样多好但其实回到现实，什么都不会改变，不过这也好，幻想中我们相爱着到达理想，现实里我们曲折的攀上高台，重要的是现在，我们都守住的心中的那片星空，即使我们不再联系，但我们知道，我们记得，对方的一切，相遇时，热恋时，支持，理解，或是分歧，偏见到最后！他们都是我们最珍贵的，只属于彼此的，甜蜜的回忆。
相视一笑，不语。
我会一直爱你的确实，他们会一直爱着对方，不过这份爱不需要一直在一起。我觉得有点像胰脏，我们之间的关系也许超越了爱情，让我来形容这份感情的话，我会把它称为 我想要吃掉你的胰脏 。  
也许在哪个独自弹琴的夜晚，想起那一抹金发，心里泛起温暖的感觉，就够了。
那是我们的青春，和理想，和一辈子都不会忘却的爱",2558,184933468,未知,非常积极,1.00 
加冰的旺仔,女,"请哔哩哔哩选择支付方式：
支付宝蛆音娘吃惊
微信支付蛆音娘害怕
银联支付蛆音娘扶额
PY支付蛆音娘OK",2374,74686392,未知,非常消极,0.00 
赵夸克,男,也恭喜一下重映票房破了3000万,1090,357508014,山西,非常积极,0.81 
无尘君-,男,哈哈，当时电影院错过了前面三分钟，正好现在补上。,846,14931796,未知,非常积极,0.81 
尽善尽美0810,保密,这部电影我记得是情人节上映的，当时我自己去影院刷了四遍，每当音乐想起的时候我都会觉得如梦似幻，老实说我看后三遍的时候就是为了想再看一遍miya和seb的那段lovely night，我觉得真的是美爆了，从这一段就能看出两位演员当时幕后的练习有多刻苦，可是坐在我后排的一对情侣从电影开始就一直在吐槽，女的只要一有歌舞片段就会跟她的男友吐槽说这也太尴尬了吧，最后女的终于在miya和seb合唱city of star的时候坐不住了说了一句又来了，真没意思，咱还是去吃饭吧。两个人离场的时候还踢了我的椅背一下，我当时觉得很不解为什么如此浪漫的一部电影却让一些人感到尴尬看不下去甚至离场呢，我不经想问，你们在看那些粗制滥造的国产烂俗喜剧的时候都能从头笑到尾不觉得尴尬呢，为什么这么美好的一部电影却看不下去呢？果然人们在社会的大染缸泡的久了变得都太现实了，现实到已经不能接触这仅仅两个小时的浪漫了。,1201,355405183,未知,非常积极,1.00 
一块AG,保密,"女主当上了大明星，男主当上了俱乐部老板。都成为了自己想成为的人，但没有女主的点醒和支持，男主还会留在不喜欢的乐队里	。没有男主的通知和刺激，女主也不会去试镜。都是两个人都成为了对方生命中成功路上的一段过程。",159,364433265,上海,非常积极,1.00 
记忆程载,保密,来了来了，我最爱的爱乐之城2233娘第一,192,57852171,未知,非常积极,1.00 
MonKeyValue,男,Seb和Mia成就了彼此的梦想，可终究没能收获共同的爱情。但或许这已是最好的结局。,149,50057356,未知,非常积极,1.00 
Maevelous,保密,偷,110,178655025,未知,中性,0.51 
掐把虎子腰,保密,过来重温，看弹幕看得我气死了，有些人对爱情和梦想的那么一点点观念真是浅薄到，让我感到又气又可悲,120,21143271,未知,非常积极,1.00 
幼年吸血鬼激推,女,怎么不是he，相交后离开，各自度过一生。mia有了事业，还有爱她的老公和孩子，seb也如愿以偿开了club，还有很多人为他鼓掌。他们都越过越好，有那段回忆和幻想已经足够了。大哭大哭大哭大哭大哭大哭大哭大哭哭死我了后面，你们都为对方的人生做出了巨大贡献，最后的分开虽然可惜又可叹，但是真的升华了整个电影。怎么不算happy ending呢，他们是灵魂伴侣。,106,24899117,湖南,非常积极,1.00 
月下漫步者0,保密,我缓存了,105,17480314,未知,中性,0.50 
石头滚呀滚,保密,弹幕里都是群什么人？我真心觉得少学点网络术语，太多人学了几个网络术语导致语言能力下降就算了，看待事物的方式也片面死板得让我窒息。又是男主渣又是女主作的，我的天，这世上可能只有甜蜜网文可以让诸位感到不渣不作。这部电影明显表达的是一种爱情观甚至人生观，男女主角之间没有什么狗血虐恋，有的只是生活与选择，而梦想某种意义上是他们人生中最重要的部分，他们最后也成全了自己，我觉得再完美不过了。,100,32469449,未知,非常积极,1.00 
薇尔莉特芛芙加登,男,偷,98,177272327,未知,中性,0.51 
吃了五个咖喱欧包后,女,看完了，偷偷happy一下,105,52715404,未知,非常积极,0.96 
志存高远vvv,保密,和女朋友在小破站看的第一场电影，她像女主一样坚强独立，又浪漫勇敢 不是为了确定关系才去爱，而是因为爱一个人才结成伴侣。保持独立又相互鼓励是最好的模样吧 city of stars only shine for us,90,486177157,未知,非常积极,1.00 
云杉green,保密,看到女主说离开学校六年追梦，现在回去学业，这种试错可能我略微破防。结尾不吐不快，女主成功的5年演艺生涯应该是事业上升期很忙，咋就结婚娃还这么大了。虽说结婚生子是迟早的事，但安排这个结局给女主还是有种落入世俗标准的俗套感了，单身重逢对视一笑各自挥别就达不到效果吗,115,35960248,广东,非常积极,1.00 
木鸣时,女,这部电影17年情人节上映，19年七夕上映呆b站买得好啊抠鼻,2014,228199725,未知,中性,0.49 
吒儿二爸,男,《爱乐之城》我在电影院就看了四遍 ，真的太喜欢这部电影了， 原声带我也听了无数遍。很喜欢《someone in the crowded》里的一句总有一个地方，等待你去召唤也可以理解总有一个人，在等你  这句歌词当时就触到了我。不觉得很奇妙吗。想想未来的某个地方，等待着你去探索，等待着你去留下痕迹。茫茫人海中，有一个陌生人在等待你的出现，等待和你一起去召唤去解锁某些地点。虽然不知道最后结果是怎么样，至少未来某一段时间你们的人生是相互交织在一起的。,86,3643182,未知,非常积极,1.00 
BG哥哥,保密,没有一部电影后劲这么足，以至于我三年后还久久不能忘怀。看完之后，你是否又想起那个人了呢？,95,13379922,未知,积极,0.79 
蛇蛇大魔王s,保密,我并不羡慕与你同框的他反而庆幸自己能更早遇见你在懵懂时领略了你年轻明媚独有的风情在这短暂的人生中与你有三年的同路之缘在这稍纵即逝的青春中爱过你我已经  不朽了,82,10163270,未知,非常积极,1.00 
子寒大魔王,男,"脱单doge六年前我看的时候22岁刚毕业，单身
微笑六年后的今天我28了，依然单身
OK我相信再过六年我再看的时候可能还是单身，到时候再来恭喜自己",80,9192906,江苏,非常消极,0.13 
railgun超軌道炮,保密,明,77,271594465,未知,积极,0.61 
晋江小熊画漫画,保密,以前总是觉得自己配不上好的东西，但是看完电影之后想想，我自己又不差，凭什么不配，现在一个人在大学的城市租房考研，文化专业双第一的我一定配的上最好的学校，不能因为曾经的失败就放弃呀,76,1964738,未知,非常积极,0.99 
星星该学习了,女,怎么弹幕里看有人说男主配不上女主或者女主配不上男主的大无语,74,439589633,河南,非常积极,0.95 
恶堕纯良路人,女,先看了一遍无弹幕版，后来又开着弹幕看了一会，真是太失望了，弹幕质量真的堪忧，见到歌舞就是迪士尼或者阿三，还有各种诸如抖肩舞ky，拜托了小朋友们，除了玩一些烂梗能发些科普或赞美之类有意义和素养的弹幕吗不要只会模仿成为缝合怪啊捂脸,777,121864238,未知,非常消极,0.00 
一只咔咔猫,女,色彩搭配真的美爆了呀！！！,79,23860207,未知,消极,0.28 
腐·姬,保密,真的，现在在b站看电影都不想开弹幕，这几天二刷乱世佳人爱乐之城，弹幕素质真的低下，莫名其妙打？的说尴尬的刷迪士尼的，导演的想象力和镜头语音在这些人眼里就只值一堆？真的这些人就不要来看了吧，还有弹幕里一个个鉴婊达人鉴渣达人建议你们看不下去接受不了就不要看，自以为是地说这个渣那个渣，殊不知是在用你自己的愚昧无知来污染其他人的眼球。,70,5290163,未知,非常消极,0.07 
绅士基佬紫,男,"除了讲述男女主相互吸引成为彼此灵魂伴侣到最后相互鼓励各自支持彼此实现了各自的梦想，但是二人对彼此说出我会一直爱着你。分开多年后相遇，他开着她命名的爵士酒吧，她在因他的鼓励走上的演员人生上灿烂着，听完俩人相识的钢琴曲，弹奏完只有相互一笑，眼神中互诉着想说的我仍旧深爱着你。
结局的回溯剧情让两人否决了所有导致分开的因素，幻想中仍旧幸福的两人在听完男主的演奏后望向彼此，她们心中知道，那样的人生也很完美，但是过程中缺失了二人为理想奋斗的过程，而那个过程才是吸引对方的爱情。",69,6878183,未知,非常积极,1.00 
多啦bilibili梦,保密,再再再再次（也数不清今年的第几次了）欢迎大家来到我们bilibili矿业无限公司参观，你们放心！钱！就TM是数字！没有！意义！买！就是一个动作！不在乎！看得爽就得了！大不了明天关门倒闭！走你！,85,15644061,未知,非常积极,0.96 
VegRaze_菜蕊芓,女,不同年龄看感受不同，第一次上映去看除了美丽还觉得有些无聊，几年后看为男女主分别感到伤心，现在看会会心一笑不再悲伤。支持这部电影真是太好了，时间越长越有韵味。,66,13123449,江西,非常积极,1.00 
天选码字圣体,女,"Warning 这是个歌舞剧，看不习惯的左上角。这是个歌舞剧，不要看见跳舞就扯印度。至少我觉得爱乐之城是歌舞剧这件事是常识。
这是个歌舞剧，这是它的表现形式，说尬的人没有情怀不怪你，没有感触也不怪你，但请不要影响别人的观感。也请不要刷名字刷问号。
这是个经典的歌舞剧，之所以经典就是有它的理由，如果你不理解不喜欢，那就去看你自己喜欢的东西。不要试图诋毁，那会让你看上去像个庸俗的傻子。
最后一遍：这是个歌舞剧。",94,34996495,未知,非常积极,1.00 
昊天丹青,男,电影里的场景可能有的地方已经消失了大哭,59,404478412,湖南,非常积极,0.95 
恩愛日程表後衛擦,保密,非常好電影,57,1813975080,未知,非常积极,0.89 
刚才刷牙,保密,上映那天一个人在电影院看的，觉得没有比这更好的结局。彼此爱过经历过，一起陪伴对方走过人生最重要也最艰难的路，最后各自成长，实现梦想。即便沧海桑田，即便垂垂老矣，也依旧是彼此记忆里最美的样子。有遗憾的爱是最美的爱，而在一起的爱只能说是尘世烟火气的爱。所以我觉得这部电影是艺术。,70,42243580,未知,非常积极,1.00 
